name,namings,Ibnhajar_rank,shuhra,laqab,nasab,selat_karaba,mazhab,kunia,death_year,tabaqa,zahabi_rank,living_city,birth_year,death_city,journey_city,id,narrated_from,narrated_to,id_in_full_list
عبد الله بن حفص بن عمر بن سعد بن أبي وقاص,"['أبو بكر', 'أبو بكر بن حفص', 'أبو بكر بن حفص بن سعد', 'أبو بكر بن حفص بن عمر', 'أبو بكر بن حفص بن عمر بن سعد', 'أبو بكر بن حفص بن عمر بن سعد بن أبي وقاص', 'أبو بكر بن حفص وهو ابن عمر بن سعد بن أبي وقاص', 'أبو بكر يعني ابن حفص', 'أبو بكر يعني ابن حفص بن عمر بن سعد', 'أبيه', 'عبد الله بن أبي بكر بن حفص بن عمر بن سعد', 'عمرو بن حفص']",ثقة,أبو بكر بن حفص,-,القرشي ، الزهري ، المدني,-,-,أبو بكر,111 هـ : 120 هـ,الخامسة,وثقه  النسائي,الكوفة,-,-,-,10,"[1060, 1787, 264, 453, 27, 745, 1104, 14, 11, 679, 98, 49, 1911, 621, 251, 66, 265, 97, 1705, 61, 714, 104, 23, 405, 1515, 425, 304, 302, 551]","[566, 742, 820, 817, 535, 596, 197, 138, 354, 377, 378, 17, 357]",52
شرحبيل بن السمط بن الأسود بن جبلة بن عدي بن ربيعة بن معاوية الأكرمين بن الحارث بن معاوية بن ثور بن مرتع بن كندة,"['ابن السمط', 'شرحبيل', 'شرحبيل بن السمط', 'شرحبيل بن السمط الكندي']",جزم ابن سعد بأن له وفادة,-,-,الكندي ، الشامي,استعمله سعد بن أبي وقاص ، وعمل على حمص لمعاوية ، ومن ولده ثابت بن يزيد بن شرحبيل,-,أبو يزيد ، ويقال : أبو السمط," قال صاحب "" تاريخ حمص "" : 36 هـ . وقال أبو داود : مات بصفين ، وقال يزيد بن عبد ربه : 40 هـ ، وقال غيره : 42 هـ . وفي كتاب "" الصحابة "" لأبي نعيم : 63 هـ",جزم ابن سعد بأن له وفادة,مختلف في صحبته,حمص ، الشام ، المدينة,-," قال أبو داود : مات بصفين . وقال صاحب "" تاريخ حمص "" : توفي بسلمية ، وقال ابن حبان : حمص",-,11,"[383, 12, 23, 580, 874, 105]","[359, 257, 1578, 1317, 1334, 1434, 905, 10, 730, 477]",973
عبادة بن الصامت بن قيس بن أصرم بن فهر بن قيس بن ثعلبة بن غنم بن سالم بن عوف بن عمرو بن عوف بن الخزرج,"['أبوك', 'أبي', 'أبيه', 'ابن الصامت', 'جده', 'عبادة', 'عبادة بن الصامت', 'عبادة بن الصامت الأنصاري', 'عبادة بن الصامت بن قيس بن أصرم بن فهر بن ثعلبة بن غنم بن عوف بن الخزرج', 'عبادة هو ابن الصامت']",-,-,-,الأنصاري ، المدني ، الخزرجي ، البدري ، القاضى الفلسطينى ، العقبي ، العوفى,أمه : قرة العين بنت عمارة بن نضلة ، و آخى رسول الله - صلى الله عليه وسلم - بينه و بين : أبي مرثد ، و بنوه : الوليد  ، وعبد الله ، وداود ، وعبيد الله ، وولاه أبو عبيدة : إمرة حمص ، وإخوته : أوس بن الصامت ، وخولة بنت الصامت ، وأمامة ، وجده : سالم بن عوف ، وحفيداه : عبادة ويحيى ابنا الوليد بن عبادة بن الصامت ، وابن امرأته : أبو أبي الأنصاري ، وأحد نقباء الأنصار,-,أبو الوليد,32 هـ ، أو : 34 هـ ، أو : 45 هـ,بدري,بدري نقيب,فلسطين ، حمص ، الشام,-,الرملة ، أو : بيت المقدس ، وقيل : مصر ، وقيل : قبرص ، والصحيح  : الشام,فلسطين,12,[13],"[1839, 2043, 41, 1639, 1957, 264, 174, 2205, 324, 359, 259, 453, 1633, 1769, 538, 257, 895, 717, 1706, 1684, 1416, 11, 1494, 25, 598, 1012, 1109, 663, 449, 709, 1606, 49, 1111, 905, 66, 560, 1705, 1264, 1086, 821, 1348, 716, 2, 483, 304, 488, 2083, 1706, 477, 2009, 495]",974
أبي بن كعب بن قيس بن عبيد بن زيد بن معاوية بن عمرو وهو حديلة ، وهو اسم أمه ، ويقال لبني عمرو هذا بنو حديلة وهو ابن مالك بن النجار ، واسمه تيم اللات ، ويقال : تيم الله بن ثعلبة بن عمرو بن الخزرج الأكبر,"['أبو المنذر', 'أبو المنذر يعني أبي بن كعب', 'أبو بن كعب', 'أبو بن كعب الأنصاري', 'أبو بن كعب بن عمرو بن مالك بن النجار', 'أبو بن كعب بن قيس', 'أبو بن كعب بن قيس بن عبيد بن زيد بن معاوية بن عمرو بن مالك بن النجار', 'أبوه', 'أبي', 'أبي بن كعب', 'أبي بن كعب جد محمد', 'أبيه', 'جدي', 'كعب']",من فضلاء الصحابة,-,-,الأنصاري ، الخزرجي ، المدني ، البدري,أمه صهيلة بنت الأسود عمة أبي طلحة زيد بن سهل بن الأسود ، أولاده : الطفيل وعبد الله ومحمد ، من بني عامر بن مالك بن النجار,-,أبو المنذر ، ويقال: أبو الطفيل,19 هـ ، أو  20 هـ ، أو 22 هـ ، أو 30 هـ ، أو 32 هـ ، أو 33 هـ,من فضلاء الصحابة,-,البصرة,-,المدينة,-,13,"[14, 49, 288]","[668, 2103, 963, 1639, 1352, 820, 264, 1662, 804, 324, 816, 453, 56, 426, 620, 1192, 861, 175, 94, 337, 930, 478, 906, 452, 85, 197, 1526, 1841, 1257, 989, 598, 199, 1109, 1283, 663, 12, 1256, 1019, 370, 49, 1042, 902, 1146, 680, 1759, 251, 66, 50, 493, 439, 377, 1313, 1264, 300, 431, 1921, 23, 402, 716, 2, 483, 1319, 280, 304, 614, 477, 562, 288]",182
سعد بن أبي وقاص واسمه مالك بن أهيب ويقال وهيب بن عبد مناف بن زهرة بن كلاب بن مرة بن كعب بن لؤي بن غالب,"['أبو إسحاق سعد بن أبي وقاص', 'أبوه', 'أبوها', 'أبي', 'أبيه', 'ابن أبي وقاص', 'ابن سعد', 'جده', 'زيد بن مالك', 'سعد', 'سعد بن أبي وقاص', 'سعد بن مالك', 'سعد بن مالك الزهري', 'سعد يعني ابن أبي وقاص', 'سعيد', 'سعيد أو سعد']",أحد العشرة ، وأول من رمى بسهم في سبيل الله,-,-,الزهري، القرشي ،مديني، الْمَكِّيُّ,أمه حمنة بنت سفيان بن أمية ، وهي بنت عم أبي سفيان بن حرب بن أمية ، بنوه : إبراهيم  وإسحاق ومحمد، وعمر، وعامر، وإسحاق الأصغر، وإسماعيل، وإبراهيم، وموسى، وعبد الله، ومصعب، وعبد الله الأصغر، وبجير، واسمه عبد الرحمن، وعمير وعمران، وعمرو، وصالح، وعمير الأصغر، وعثمان، وعائشة بنته ، ولي الكوفة لعمر ،  آخى النبي صلى الله عليه وسلم بينه وبين مصعب بن عمير، وقيل سعد بن معاذ ، وقيل : عمار بن ياسر ، أخو عتبة، وعمير، وعامر,-,أبو إسحاق,50 هـ أو 51 هـ أو 54 هـ  ، وقيل: 56 هـ ، وقيل: 57 هـ ، وقيل:58 هـ . والثاني أشهر,أحد العشرة ، وأول من رمى بسهم في سبيل الله,فارس الإسلام ، وأحد العشرة ، و أسلم سابع سبعة ، ومناقبه جمة,الكوفة ، مكة,-,بالعقيق,-,14,"[235, 506, 23, 173, 1459]","[1609, 1958, 502, 929, 255, 536, 1940, 13, 1075, 376, 1560, 102, 1623, 804, 174, 994, 771, 453, 2019, 497, 1769, 691, 310, 1345, 868, 175, 930, 696, 1104, 906, 452, 595, 85, 398, 297, 25, 768, 1187, 1453, 1012, 1283, 897, 663, 42, 49, 1042, 1146, 1355, 680, 10, 451, 66, 97, 61, 377, 501, 714, 690, 1264, 300, 382, 1163, 716, 986, 1569, 198, 483, 1319, 304, 643, 477, 1589, 571, 1934, 879]",498
عبد الله بن إدريس بن يزيد بن عبد الرحمن بن الأسود بن حجية بن الأصهب بن يزيد بن حلاوة بن الزعافر : عامر بن حرب بن سعد بن منبه بن أود بن صعب بن سعد العشيرة بن مالك بن أدد بن زيد بن يشجب بن عريب بن زيد بن كهلان بن سبأ بن يشجب بن يعرب بن قحطان,"['ابن إدريس', 'عبد الله', 'عبد الله بن إدريس', 'عبد الله بن إدريس الأودي', 'عبد الله بن إدريس الكوفي', 'عبد الله بن يزيد الأزدي', 'عبد الله وهو ابن إدريس', 'عبد الله يعني ابن إدريس']",ثقة . فقيه عابد,-,-,الأودي ، الزعافري ، الكوفي,عمه : داود بن يزيد الأودي ، وابن ابن عمه : أيوب بن سليمان بن داود بن يزيد الأودي,كان عثمانيا يحرم النبيذ ،  روى عن مالك وكان يرى رأيه,أبو محمد,191 هـ ، أو 192 هـ,الثامنة,أحد الأعلام,الكوفة ، بغداد,114هـ ، أو 115هـ ، وقيل : 120هـ,-,-,15,"[311, 1123, 909, 657, 1795, 820, 817, 217, 677, 296, 426, 751, 86, 299, 16, 138, 370, 157, 757, 377, 17, 357, 219, 2, 659, 273, 571, 879, 423]","[1766, 1004, 1380, 320, 154, 956, 1844, 1049, 818, 1026, 466, 308, 1922, 136, 179, 1814, 893, 210, 272, 1063, 660, 576, 1250, 233, 267, 777, 589, 0, 347, 636, 613, 470, 999, 568, 823, 107, 1101, 759, 412, 226, 632, 656, 193, 1786]",1207
سليمان بن مهران,"['أبو محمد', 'الأشعث', 'الأعمش', 'الأعمش المعنى', 'الأعمش سليمان', 'سليمان', 'سليمان أي الأعمش', 'سليمان الأعمش', 'سليمان الكاهلي', 'سليمان الكاهلي الأعمش', 'سليمان بن مهران', 'سليمان بن مهران الأعمش', 'سليمان بن مهران وهو الأعمش', 'سليمان هو الأعمش', 'سليمان وهو الأعمش', 'سليمان يعني الأعمش']",ثقة حافظ ، عارف بالقراءات ورع  لكنه يدلس,-,الأعمش ، الحافظ ، شيخ الإسلام,الحافظ ، الأسدي الكاهلي مولاهم ، الكوفي ، يقال : إن أصله من طبرستان ، ويقال : الدباوندي,مولى بني كاهل,فيه تشيع,أبو محمد,قال أبو عوانة ، وعبد الله بن داود : 147 هـ . وقال وكيع ، وغير واحد : 148 هـ . وصححه الخطيب . وقيل : 145 هـ,الخامسة,الحافظ ،  أحد الأعلام,الكوفة,61 هـ يوم قتل الحسين ، وقال ابن حبان : ولد قبل مقتل الحسين بسنتين,-,واسط ، مكة,16,"[372, 667, 742, 1185, 255, 678, 1056, 321, 1044, 820, 1007, 686, 1604, 117, 264, 102, 669, 498, 1878, 1164, 1630, 575, 826, 994, 324, 771, 2171, 750, 58, 910, 24, 815, 453, 296, 1246, 497, 1530, 1608, 996, 620, 691, 1983, 43, 896, 868, 751, 94, 424, 1578, 1104, 86, 452, 595, 299, 65, 1304, 197, 438, 1247, 1841, 679, 138, 297, 1768, 1494, 598, 607, 1186, 98, 663, 93, 370, 1183, 49, 902, 1433, 1146, 1584, 464, 1119, 251, 97, 61, 507, 501, 767, 1850, 597, 690, 300, 382, 104, 23, 402, 17, 1163, 362, 1308, 357, 1731, 198, 483, 1622, 659, 323, 304, 614, 302, 887, 971, 571, 423, 2152]","[594, 298, 1131, 667, 290, 981, 1020, 742, 255, 321, 1607, 909, 774, 918, 57, 1076, 820, 1791, 633, 686, 1696, 356, 239, 230, 471, 242, 596, 1739, 677, 1246, 1, 497, 155, 603, 543, 1608, 169, 1001, 40, 86, 355, 299, 65, 108, 438, 867, 334, 138, 199, 689, 375, 15, 803, 215, 360, 377, 333, 17, 352, 122, 357, 2, 256, 1027, 661, 369, 723, 226, 121, 21, 71, 5, 706]",467
عمرو بن عبد الله بن عبيد ،  ويقال :  عمرو بن عبد الله بن علي  ، ويقال :  عمرو بن عبد الله بن أبي شعيرة :  ذو يحمد,"['أبو إسحاق', 'أبو إسحاق التميمي', 'أبو إسحاق التيمي', 'أبو إسحاق السبيعي', 'أبو إسحاق السبيعي عمرو بن عبد الله', 'أبو إسحاق الكوفي', 'أبو إسحاق الهمداني', 'أبو إسحاق الهمذاني', 'أبو إسحاق عمرو بن عبد الله السبيعي', 'أبو إسحاق يعني أباه', 'أبو إسحاق يعني السبيعي', 'أبي', 'أبيه', 'إسحاق', 'ابن أبي إسحاق', 'ابن إسحاق', 'جده', 'جدي', 'سليم أبو إسحاق', 'عمرو', 'عمرو بن عبد الله', 'عمرو بن عبد الله الهمداني', 'عمرو بن عبد الله الهمداني وهو أبو إسحاق السبيعي', 'محمد بن عبد الله أبو إسحاق']",ثقة مكثر عابد ،  اختلط بآخره,أبو إسحاق,-,السبيعي ، الهمداني ،  الكوفي,ابن ابنه إسرائيل بن يونس بن أبي إسحاق  ، ابناه يوسف بن أبي إسحاق ، ويونس بن أبي إسحاق,متشيع,أبو إسحاق,قال ابن عيينة 126 هـ ، وقال يحيى بن سعيد 127 هـ ، وقال أبو نعيم 128 هـ ، وقال عمرو بن علي 129 هـ ، وقال ابن معين 132 هـ,الثالثة,هو كالزهري في الكثرة ، وكان صواما قواما,الكوفة,29 هـ ، ويقال : 32 هـ,الكوفة,-,17,"[929, 742, 1185, 255, 678, 536, 1757, 1552, 235, 1604, 117, 765, 1787, 264, 2058, 1424, 1710, 498, 1874, 994, 324, 2171, 671, 301, 760, 1761, 910, 24, 453, 745, 553, 497, 87, 1748, 1760, 691, 479, 717, 984, 868, 379, 424, 1104, 1655, 452, 595, 749, 197, 1526, 438, 16, 1247, 989, 679, 297, 1768, 607, 768, 199, 98, 1750, 1283, 897, 663, 42, 1555, 1019, 699, 370, 1183, 1434, 944, 1433, 1584, 464, 28, 680, 10, 621, 18, 1545, 251, 66, 503, 1298, 265, 97, 439, 61, 1640, 29, 546, 761, 690, 780, 300, 382, 104, 363, 1918, 23, 381, 1163, 1308, 986, 110, 198, 1622, 1413, 280, 614, 643, 105, 302, 887, 971, 571, 1121, 1417, 894, 1014, 1242, 1994]","[594, 502, 667, 290, 1020, 742, 670, 321, 1123, 909, 57, 820, 1620, 686, 817, 860, 356, 239, 1203, 596, 914, 296, 886, 1246, 87, 1172, 1608, 620, 1001, 486, 40, 482, 86, 595, 299, 65, 438, 16, 867, 334, 138, 375, 96, 15, 1009, 757, 377, 333, 156, 690, 1106, 381, 716, 122, 357, 260, 2, 256, 659, 273, 1027, 661, 309, 286, 879, 369, 723, 226, 121]",51
عبد الله بن شداد بن الهاد : أسامة بن عمرو بن عبد الله بن جابر ، وقيل : خالد بن بشر بن عتوارة بن عامر بن مالك,"['أبو الوليد', 'ابن الهاد', 'ابن الهادي', 'ابن شداد', 'عبد الله بن الهاد', 'عبد الله بن شداد', 'عبد الله بن شداد الكناني', 'عبد الله بن شداد بن الهاد', 'عبد الله بن شداد بن الهاد ابن ابنة حمزة بن عبد المطلب', 'عبد الله بن شداد بن الهاد الليثي', 'عبد الله بن شداد بن الهادي']",ذكره العجلي من كبار التابعين الثقات ، وكان معدودا في الفقهاء,-,-,الليثي ، المدني ، الكوفي,أمه سلمى بنت عميس الخثعمية أخت أسماء ، وأخته لأمه بنت حمزة بن عبد المطلب ، وأخو أولاد حمزة بن عبد المطلب لأمهم ، وابن خالة أولاد جعفر ، وكذا محمد بن أبي بكر وبعض ولد علي ، وخالاته : ميمونة أم المؤمنين ، وأم الفضل زوج العباس ، وأسماء بنت عميس ، وهو ابن خالة عبد الله بن عباس ، وخالد بن الوليد ، وعبد الله بن جعفر,كان عثمانيا ، وكان شيعيا,أبو الوليد,81 هـ ، أو 82 هـ ، أو83 هـ,ولد على عهد النبي صلى الله عليه وسلم  و ذكره العجلي من كبار التابعين الثقات وكان معدودا في الفقهاء,ثقة,-,في عهد النبي صلى الله عليه وسلم,الكوفة,الكوفة,18,"[1060, 324, 553, 1192, 420, 338, 98, 898, 49, 28, 251, 265, 97, 61, 29, 104, 23, 19, 105, 1540, 634, 173]","[1822, 742, 753, 1560, 1174, 497, 1608, 620, 947, 43, 1707, 197, 1247, 1012, 663, 680, 451, 501, 17, 260, 2, 600, 423]",1038
الفضل بن العباس بن عبد المطلب بن هاشم,"['أخي', 'ابن عباس الفضل', 'الفضل', 'الفضل بن العباس', 'الفضل بن عباس', 'الفضل بن عباس بن عبد المطلب بن هاشم', 'الفضل هو ابن عباس']",ابن عم رسول الله صلى الله عليه وسلم ، وأكبر ولد العباس,-,-,الهاشمي ، المدني ، القرشي,ابن عم سيدنا رسول الله - صلى الله عليه وسلم  ، أمه : لبابة بنت الحارث الهلالية ، امرأته : صفية بنت محمية بن جزء الزبيدي ، أخواه : عبد الله وقثم ،  ابن عم ربيعة بن الحارث بن عبد المطلب ، عم عباس بن عبيد الله بن العباس.,-,أبو عبد الله ، ويقال : أبو العباس ، ويقال : أبو محمد,11 هـ  ، أو 12 هـ  ، وقيل : 15 هـ ، وقيل 18 هـ  ، وقيل فى خلافة عمر  في طاعون عمواس,-,ابن عم النبي صلى الله عليه وسلم ورديفه بعرفة,-,-,دمشق ، ويقال: ناحية الأردن,-,19,[251],"[250, 861, 452, 398, 663, 427, 898, 49, 18, 251, 97, 690, 300, 110]",4328
سريج بن يونس بن إبراهيم,"['أبو الحارث', 'أبو الحارث سريج بن يونس', 'أبو الحرث سريج بن يونس', 'سريج', 'سريج بن يونس', 'سريج بن يونس أبو الحارث', 'سريج هو ابن يونس', 'سريج وهو ابن يونس', 'سريح', 'سريح بن يونس', 'شريح']",ثقة عابد,-,الحافظ,المروزي الأصل ،  ثم البغدادي ، العابد ، الحافظ ، أنصاري,زوج ابنة فراس المستملي,-,أبو الحارث,قال عبيد بن محمد بن خلف البزار والبخاري : 235 هـ . وقال غيرهما : 234 هـ  ، والأول أصح .,العاشرة,الحافظ ، قال أبو حاتم : صدوق,-,-,مكة ، بغداد,-,20,"[1131, 295, 961, 1620, 234, 639, 543, 65, 741, 108, 81, 134, 215, 1027, 369, 147, 121, 21, 71]","[294, 154, 1314, 515, 46, 790, 307, 212, 69, 314, 1838, 123, 163, 1078, 455, 153, 232, 178, 487, 919]",1478
يحيى بن سعيد بن فروخ,"['أبو سعيد', 'أبو سعيد يحيى بن سعيد', 'أبي', 'أبيه', 'ابن سعيد', 'القطان', 'رجل', 'يحيى', 'يحيى القطان', 'يحيى بن أبي سعيد', 'يحيى بن إسحاق', 'يحيى بن سعد', 'يحيى بن سعيد', 'يحيى بن سعيد القطان', 'يحيى بن سعيد القطان أبو سعيد الأحول', 'يحيى بن سعيد هو القطان', 'يحيى بن سعيد يعني القطان', 'يحيى بن شعبة', 'يحيى بن معين', 'يحيى هو ابن سعيد', 'يحيى هو ابن سعيد القطان', 'يحيى هو القطان', 'يحيى وهو ابن سعيد', 'يحيى وهو ابن سعيد القطان', 'يحيى وهو القطان', 'يحيى يعنون ابن سعيد', 'يحيى يعني ابن سعيد القطان', 'يحيى يعني القطان', 'يحيى يعني بن سعيد', 'يحيى يعنيان ابن سعيد']",ثقة متقن حافظ ، إمام قدوة,-,الأحول ، الحافظ,القطان ، التميمي ، البصري ، الأحول ، الحافظ,مولى بني تميم ، ابنه محمد بن يحيى بن سعيد القطان  ، وحفيده أحمد بن محمد,-,أبو سعيد,198 هـ,التاسعة,قال أحمد : ما رأيت مثله . وقال بندار : حدثنا إمام أهل زمانه يحيى القطان ، واختلفت إليه عشرين سنة ، فما أظن أنه عصى الله قط ، ولد القطان 120 ، ومات 198 في صفر ، وكان رأسا في العلم والعمل .,البصرة,120 هـ,البصرة,-,21,"[666, 1123, 397, 1457, 820, 376, 817, 1005, 361, 1088, 239, 217, 910, 794, 603, 544, 182, 1172, 833, 216, 40, 870, 906, 86, 299, 65, 438, 152, 16, 398, 138, 388, 96, 46, 1119, 441, 157, 221, 215, 360, 757, 377, 22, 772, 597, 676, 1515, 402, 362, 716, 1099, 850, 659, 273, 304, 571, 879, 723, 423, 1204, 724]","[1137, 1286, 1800, 1726, 116, 674, 700, 1047, 1398, 1386, 154, 956, 432, 1049, 920, 1942, 207, 1482, 485, 2021, 1338, 1261, 1814, 368, 272, 113, 20, 299, 65, 576, 108, 1279, 92, 367, 1612, 81, 375, 267, 135, 500, 0, 360, 534, 347, 695, 613, 130, 999, 1551, 260, 1077, 1013, 209, 945, 412, 1672, 1767, 151, 840, 369, 1230, 106, 71, 656, 318, 1743, 178, 1011]",198
عبيد الله بن عبد الله بن عمر بن الخطاب,"['أبيه', 'ابن لابن عمر', 'عبد الله بن عبد الله بن عمر بن الخطاب', 'عبد الله بن عمر', 'عبيد الله', 'عبيد الله بن عبد الله', 'عبيد الله بن عبد الله بن عمر', 'عبيد الله بن عبد الله بن عمر بن الخطاب', 'عبيد الله بن عمر', 'عبيد بن عبد الله بن عمر']",ثقة,-,-,العدوي ، المدني ، القرشي,أولاده : أبو بكر وعمر وعبيد الله ومحمد والقاسم وأبو عبيدة وعثمان وأبو سلمة وزيد وعبد الرحمن وحمزة وجعفر وإسماعيل ، وابن ابنه خالد بن أبي بكر بن عبيد الله ، وعمه عيسى بن حفص بن عاصم ، وشقيق سالم بن عبد الله بن عمر ،  وابن أخيه عبيد الله بن عمر بن حفص ، وكان هو وسالم من أم واحدة ، أمهما أم ولد,-,أبو بكر,قبل سالم بن عبد الله بسنة,الثالثة,-,-,-,-,-,22,"[1429, 1104, 906, 49, 97, 23, 571]","[1357, 102, 750, 1245, 1769, 1119, 2, 304, 571, 21]",3741
عمر بن الخطاب بن نفيل بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدي بن كعب بن لؤي بن غالب,"['أبو حفص', 'أبو حفص عمر', 'أبو حفص عمر بن الخطاب', 'أبو حفص يعني عمر بن الخطاب', 'أبوك', 'أبوه', 'أبوها', 'أبي', 'أبيه', 'أمير المؤمنين', 'ابن الخطاب', 'ابن عمر', 'ابن عمر بن الخطاب', 'الأصيلع يعني عمر', 'جده', 'جدي', 'عمر', 'عمر بن الخطاب', 'عمر يعني ابن الخطاب']",أمير المؤمنين مشهور جم المناقب,-,الفاروق ، أمير المؤمنين,القرشي ، العدوي,أمه حنتمة بنت هاشم بن المغيرة بن عبد الله بن عمر بن مخزوم ، وقيل حنتمة بنت هشام  ابنة عم أبي جهل ،   مولاه أسلم ،  ومؤذنه : أقرع  ، ومسروح ، أولاده : عاصم ، وعبد الله ، وحفصة  ومن أولاده فيما ذكره الزبير : عبيد الله ، وزيد ، وعبد الرحمن الأكبر ، والأصغر ، ورقية ، وزيد الأصغر ، وعبد الرحمن الأوسط ، وعياض ، وفاطمة ، وعبد الله الأصغر .,-,أبو حفص,23 هـ ، وقيل: 24 هـ,صحابي,-,-,بعد الفيل بثلاث عشرة سنة ، وقال عن نفسه ولدت قبل الفجار الأعظم بأربع سنين,المدينة,-,23,"[13, 1060, 200, 24, 762, 275, 265, 104, 363, 177]","[668, 1241, 929, 1973, 1302, 1822, 2106, 742, 606, 1185, 255, 536, 1577, 1056, 1357, 321, 1091, 1044, 2180, 1460, 1552, 1635, 414, 2043, 1784, 1275, 1585, 683, 1352, 1060, 376, 753, 1082, 1604, 117, 325, 1176, 983, 2216, 1303, 264, 1662, 912, 672, 102, 498, 1623, 804, 2172, 908, 187, 545, 174, 715, 1164, 1943, 575, 769, 1458, 1454, 604, 994, 324, 771, 51, 1280, 359, 671, 217, 301, 816, 434, 1381, 760, 1761, 1979, 907, 910, 637, 1739, 1751, 24, 1452, 923, 815, 453, 27, 745, 26, 1018, 553, 712, 762, 497, 2143, 1549, 805, 306, 1561, 1197, 1769, 182, 1530, 1748, 538, 1406, 1760, 1950, 691, 1983, 310, 479, 43, 513, 717, 1192, 861, 1028, 1157, 896, 1741, 1929, 868, 175, 94, 424, 1946, 930, 1578, 696, 1104, 1707, 14, 1147, 478, 1655, 906, 452, 1198, 1053, 595, 85, 702, 299, 2062, 65, 383, 1317, 1526, 438, 1489, 16, 1334, 398, 1841, 1659, 1654, 989, 708, 11, 679, 1914, 297, 1768, 1494, 2031, 25, 598, 420, 768, 1187, 199, 793, 1453, 1012, 1160, 338, 1301, 1186, 1109, 98, 1750, 1595, 662, 713, 663, 42, 1555, 427, 449, 1598, 1019, 370, 1183, 718, 49, 1434, 944, 275, 905, 1042, 902, 1433, 1524, 1146, 1373, 1299, 599, 464, 1115, 680, 10, 1430, 185, 1119, 621, 1588, 1419, 451, 18, 251, 66, 503, 274, 1298, 265, 1701, 97, 50, 2003, 439, 560, 61, 757, 1851, 377, 501, 22, 1850, 1048, 772, 29, 546, 570, 761, 714, 690, 1264, 190, 300, 382, 104, 431, 1292, 1393, 405, 1086, 949, 1515, 258, 378, 402, 17, 1777, 176, 654, 381, 1435, 1163, 362, 1348, 716, 986, 425, 177, 172, 357, 260, 1569, 198, 483, 1319, 659, 273, 280, 323, 304, 488, 614, 643, 887, 477, 571, 1417, 1934, 562, 4, 158, 423, 2203, 1931, 495, 1592, 1225, 1994, 1602, 2074, 1221, 1967]",165
حذيفة بن اليمان ، وهو حذيفة بن حسيل ، ويقال : حسل بن جابر بن أسيد بن عمرو بن مالك ، ويقال : ابن اليمان بن جابر بن عمرو بن ربيعة بن جروة بن الحارث بن مازن بن قطيعة بن عبس بن بغيض بن ريث بن غطفان بن سعد بن قيس عيلان بن مضر بن نزار بن معد بن عدنان,"['أبو عبد الله', 'أبو عبد الله يعني حذيفة', 'أبيه', 'حذيفة', 'حذيفة ابن اليمان', 'حذيفة بن اليمان', 'حذيفة بن اليمان أنه', 'حذيفة هو ابن اليمان']",صحابي جليل من السابقين,-,-,العبسي ، الأشهلي حليفهم,صاحب سر رسول الله صلى الله عليه وسلم ، حليف بني عبد الأشهل ،  واستعمله عمر على المدائن ،  والد : بلال ، وأبو عبيدة ، وأمية ، سعد  أخوه : عبد العزيز ، وصفوان ،  أمه : الرباب بنت كعب بن عدي بن كعب بن عبد الأشهل .,-,أبو عبدالله ، ويقال : أبو سريحة,36 هـ ، وقيل 35هـ وخطأه الطبري,صحابي,صاحب السر ، منعه وأباه شهود بدر استحلاف المشركين لهما,الكوفة,-,المدائن,-,24,"[265, 97, 61, 104, 23]","[1185, 255, 1182, 460, 117, 1787, 102, 2005, 816, 1381, 596, 453, 497, 1530, 1950, 310, 43, 1500, 861, 1157, 94, 424, 1578, 452, 1198, 595, 85, 438, 16, 297, 1768, 1494, 607, 199, 1453, 1301, 1109, 1750, 663, 42, 1555, 427, 370, 49, 1042, 1433, 1146, 1430, 1588, 451, 1701, 97, 493, 439, 690, 1264, 190, 780, 382, 1443, 363, 23, 402, 17, 1163, 1348, 716, 986, 357, 198, 483, 304, 887, 477, 1417, 879, 2152]",164
صالح بن كيسان,"['ابن كيسان', 'صالح', 'صالح بن كيسان', 'صالح وهو ابن كيسان', 'صالح يعني ابن كيسان', 'طلحة بن كيسان']",ثقة ثبت ، فقيه,-,الحافظ,الحافظ ، المدني ، الدوسي ، المؤدب ، الغفاري مولاهم ، ويقال : العامري مولاهم ، ويقال : الأنصاري مولاهم ، ويقال: مولى آل معيقيب,مؤدب ولد عمر بن عبد العزيز ، ومولى بني غفار  ، ويقال : مولى بني عامر ، ويقال : مولى آل معيقيب ويقال: مولى الأنصار,-,أبو محمد ، ويقال : أبو الحارث,بعد 130 هـ ، أو بعد 140 هـ,الرابعة,ثقة ، جامع للفقه والحديث والمروءة,المدينة,-,-,-,25,"[1577, 1091, 1560, 26, 1484, 497, 1769, 1104, 1707, 14, 906, 398, 287, 1109, 12, 49, 902, 1119, 621, 265, 97, 1074, 1850, 29, 714, 23, 405, 537, 362, 84, 273, 304, 1252, 571]","[353, 502, 981, 606, 397, 1457, 633, 486, 446, 65, 698, 1318, 134, 377, 378, 2, 273, 950, 286]",400
